distance_km,weight_kg,priority_encoded,hour_of_day,day_of_week,traffic_factor,weather_score,driver_experience_days,is_rush_hour,zone_density,is_delayed,delay_minutes
13.75,12.1,0,11,2,0.88,0.65,171,0,0.86,0,0
7.34,5.9,1,19,4,2.33,0.04,731,1,0.93,0,0
16.08,7.8,0,18,2,2.15,0.99,184,1,0.11,1,49.5
9.71,13.2,2,13,1,1.02,1.0,730,0,0.29,0,0
14.05,5.3,2,14,0,0.73,0.24,367,0,0.95,0,0
10.9,5.3,0,12,1,0.73,0.17,370,0,0.46,0,0
15.98,14.6,1,19,4,1.21,0.9,96,1,0.74,1,46.1
16.52,0.6,1,16,4,0.79,0.75,189,0,0.88,0,0
25.63,3.6,1,18,5,1.22,0.79,371,1,0.87,1,41.2
4.73,8.9,2,22,6,0.84,0.77,95,0,0.36,0,0
23.56,9.3,2,9,4,1.53,0.33,26,1,0.39,1,55.4
5.77,1.3,0,12,2,0.88,0.37,182,0,0.19,0,0
22.65,5.6,1,11,5,0.69,0.92,28,0,0.89,1,51.1
25.63,11.1,0,18,5,1.89,0.79,84,1,0.99,1,65.1
16.28,12.4,2,18,1,1.57,0.68,170,1,0.7,1,37.3
14.05,11.4,1,19,6,1.27,0.18,89,1,0.32,1,18.2
7.51,10.1,1,19,5,1.77,0.58,90,1,0.36,0,0
9.16,9.3,0,20,3,0.89,0.58,365,1,0.91,0,0
28.27,4.4,0,10,5,1.46,0.68,372,1,0.82,1,33.4
19.05,5.2,0,13,5,0.68,0.6,93,0,0.24,1,17.1
19.05,6.1,1,11,0,0.73,0.63,367,0,0.69,0,0
16.05,3.7,1,15,5,0.94,0.11,366,0,0.85,1,26.5
7.34,6.4,1,19,2,2.02,0.34,24,1,0.84,1,31.0
16.52,12.2,0,14,5,0.81,0.75,364,0,0.66,0,0
13.65,9.4,0,16,1,0.86,0.81,363,0,0.12,0,0
7.8,8.6,1,9,4,1.01,0.98,373,1,0.55,0,0
28.27,13.3,2,10,4,2.14,0.8,37,1,0.3,1,72.4
38.67,13.8,2,3,1,0.61,0.82,356,0,0.84,1,31.4
28.27,14.7,0,8,5,1.58,0.54,368,1,0.51,1,13.9
21.08,14.8,1,7,6,0.6,0.38,190,0,0.73,0,0
13.75,5.9,0,15,5,0.79,0.44,359,0,0.17,1,8.6
17.54,3.3,0,16,3,0.76,0.98,731,0,0.24,0,0
15.01,6.6,0,11,5,0.91,0.69,81,0,0.59,1,33.6
13.22,1.7,2,8,6,1.29,0.16,182,1,0.19,1,5.6
12.87,14.3,1,21,1,0.99,0.97,86,0,0.96,1,16.9
19.68,2.4,1,0,5,0.63,0.74,25,0,0.44,0,0
12.67,11.6,0,20,3,1.66,0.94,371,1,0.91,1,11.2
17.54,6.8,1,17,0,1.97,0.55,355,1,0.71,1,49.7
23.56,14.7,0,18,2,1.53,0.61,178,1,0.68,1,42.1
18.11,8.4,0,10,3,2.03,0.06,189,1,0.91,1,37.5
25.63,10.6,0,19,0,1.14,0.01,720,1,0.82,1,29.4
23.33,10.9,2,2,1,0.65,0.11,356,0,0.99,0,0
12.66,10.9,1,14,0,0.78,0.42,361,0,0.17,0,0
31.39,9.5,0,20,5,1.72,0.51,85,1,0.45,1,57.9
10.31,14.2,0,23,2,0.88,0.39,83,0,0.5,1,12.9
21.25,3.7,2,10,2,1.57,0.87,189,1,0.25,1,70.1
23.56,6.8,2,20,2,1.17,0.15,173,1,0.41,1,25.2
23.56,1.6,1,11,3,0.91,0.91,187,0,0.54,1,39.1
20.95,8.4,1,17,2,1.47,0.45,178,1,0.83,1,26.3
4.73,4.9,0,16,0,1.12,0.87,736,0,0.93,0,0
17.49,3.6,2,19,2,1.5,0.39,357,1,0.37,1,25.5
10.86,13.4,1,13,0,1.0,0.45,171,0,0.88,1,16.7
19.2,5.4,1,11,0,0.86,0.83,29,0,0.87,1,44.1
22.5,13.3,0,11,5,0.82,0.95,20,0,0.71,1,50.0
6.45,6.5,1,0,6,1.05,0.7,179,0,0.15,0,0
3.93,2.9,0,19,3,1.85,0.16,738,1,0.38,0,0
7.13,12.9,1,20,4,1.98,0.09,87,1,0.92,1,2.3
15.28,14.1,1,17,1,1.27,0.85,734,1,0.91,1,39.2
16.52,2.0,1,10,1,1.7,0.17,84,1,0.84,1,34.7
7.51,10.1,1,19,1,1.66,0.52,370,1,0.31,1,30.5
16.52,11.6,0,19,0,1.37,0.37,174,1,0.4,0,0
4.73,14.6,0,21,6,0.73,0.52,173,0,0.5,0,0
3.56,1.9,1,10,1,1.42,0.9,737,1,0.44,1,27.6
26.1,7.2,2,19,1,0.54,0.76,93,1,0.39,1,28.5
12.56,9.5,2,13,1,0.82,0.77,727,0,0.24,0,0
17.07,5.9,1,16,1,0.87,0.06,171,0,0.4,0,0
7.51,15.0,0,14,3,0.9,0.55,190,0,0.92,0,0
12.87,9.0,2,15,3,0.74,0.94,723,0,0.62,0,0
19.8,11.2,1,19,1,1.24,0.48,31,1,0.61,1,40.9
3.56,15.0,1,21,6,0.64,0.85,96,0,0.33,0,0
17.49,13.2,1,0,0,1.04,0.6,171,0,0.92,0,0
4.73,8.8,1,8,4,1.78,0.53,358,1,0.17,0,0
20.5,1.8,1,15,0,0.41,0.94,91,0,0.6,1,29.6
12.87,5.9,0,16,6,1.31,0.31,363,0,0.48,0,0
9.17,1.2,2,15,5,0.84,0.38,178,0,0.77,0,0
35.18,2.4,0,9,6,1.51,0.38,723,1,0.46,1,20.8
9.16,1.6,0,18,3,1.68,0.92,26,1,0.12,1,6.0
14.05,0.6,0,18,0,1.18,0.94,736,1,0.1,0,0
15.04,7.6,1,14,5,0.97,0.13,26,0,0.96,1,12.4
10.55,8.8,1,16,1,0.62,0.72,370,0,0.94,0,0
33.07,3.6,1,23,2,0.76,0.7,30,0,0.62,1,44.0
26.1,9.9,1,14,3,0.82,0.41,355,0,0.89,1,22.8
3.46,8.2,0,19,1,1.52,0.65,372,1,0.37,0,0
15.01,3.0,1,11,0,0.91,0.85,363,0,0.83,0,0
33.07,12.7,0,9,5,1.41,0.41,177,1,0.66,1,47.7
23.72,6.5,1,16,3,0.79,0.92,182,0,0.87,1,36.0
5.39,12.0,1,19,0,1.71,0.46,361,1,0.32,0,0
10.31,9.8,1,9,4,1.54,0.48,32,1,0.42,1,39.0
19.05,6.2,1,11,1,0.91,0.97,82,0,0.46,1,27.5
21.25,5.8,1,18,3,1.19,0.68,176,1,0.31,1,22.3
14.05,6.4,0,13,6,0.91,0.28,364,0,0.2,0,0
5.06,13.4,1,10,3,1.5,0.94,82,1,0.14,1,25.5
35.18,11.9,2,6,0,0.93,0.66,184,0,0.76,1,62.3
28.27,1.6,0,14,6,0.73,0.49,186,0,0.33,1,41.8
19.04,9.7,2,7,4,0.75,0.29,355,0,0.57,0,0
7.3,7.7,0,14,2,0.85,0.53,359,0,0.18,0,0
15.28,12.0,0,12,0,0.76,0.05,26,0,0.97,1,18.7
12.11,7.6,0,18,4,1.27,0.21,181,1,0.27,1,19.2
5.06,10.4,1,13,1,0.85,0.51,371,0,0.54,0,0
29.14,4.7,0,8,0,1.52,0.14,365,1,0.4,1,45.7
9.22,14.9,1,17,3,2.07,0.79,359,1,0.53,1,27.8
13.22,9.0,1,13,2,0.97,0.02,170,0,0.34,0,0
12.66,5.4,0,9,3,1.25,0.5,362,1,0.7,0,0
19.2,4.4,2,2,5,0.79,0.43,178,0,0.75,1,10.6
2.96,9.3,2,17,6,1.65,0.54,726,1,0.79,0,0
3.46,12.3,1,18,3,1.65,0.82,39,1,0.97,1,16.3
14.05,5.0,2,15,1,0.78,0.26,87,0,0.51,0,0
13.75,9.3,1,10,0,1.01,0.22,178,1,0.58,1,13.8
3.84,2.7,1,19,4,1.4,0.62,185,1,0.66,0,0
16.41,2.1,1,10,0,1.15,0.55,25,1,0.2,1,52.3
12.66,13.3,2,16,2,0.76,0.1,96,0,0.57,0,0
7.56,4.3,1,13,2,0.87,0.81,728,0,0.14,0,0
15.04,10.5,1,9,2,1.65,0.76,180,1,0.9,1,22.4
19.04,11.9,1,22,2,0.65,0.95,357,0,0.98,1,14.5
25.34,13.8,1,18,4,1.67,0.93,736,1,0.17,1,31.5
23.33,4.8,1,3,4,0.83,0.46,34,0,0.93,1,20.7
12.56,3.8,0,16,0,0.63,0.6,740,0,0.34,0,0
19.2,3.2,2,18,5,1.19,0.7,21,1,0.68,1,24.6
7.13,14.0,1,7,5,0.74,0.37,183,0,0.24,0,0
21.31,11.3,1,19,2,1.78,0.06,729,1,0.64,1,26.6
31.39,9.9,1,18,5,1.11,0.89,187,1,0.98,1,67.0
14.05,6.2,1,19,3,1.77,0.51,86,1,0.28,1,40.2
23.33,10.7,1,6,2,0.64,0.56,357,0,0.78,1,38.5
4.73,14.0,1,9,5,1.18,0.68,171,1,0.34,1,19.2
7.13,13.4,1,6,0,0.7,0.71,174,0,0.31,0,0
10.9,6.8,0,16,3,0.7,0.71,357,0,0.25,0,0
3.56,2.0,1,21,2,0.82,0.12,23,0,0.37,0,0
26.1,6.9,0,18,5,1.66,0.29,727,1,0.67,1,13.0
9.71,3.6,0,11,4,0.8,0.13,355,0,0.18,0,0
19.05,1.2,2,9,5,1.93,0.33,82,1,0.28,1,63.3
28.53,10.5,2,22,4,0.65,0.45,366,0,0.51,1,37.1
28.53,5.3,0,3,2,0.92,0.08,728,0,0.17,1,19.0
15.04,8.1,1,17,1,1.78,0.68,370,1,0.33,1,33.2
21.31,10.0,1,12,5,0.98,0.47,375,0,0.71,1,33.8
29.14,13.3,0,10,0,0.69,0.73,90,1,0.24,1,48.9
7.51,8.5,1,10,1,1.7,0.52,188,1,0.54,1,40.8
8.8,14.2,1,10,6,1.41,0.25,186,1,0.73,1,25.4
17.49,12.3,0,20,0,1.26,0.19,26,1,0.25,1,37.6
15.98,8.6,0,9,1,0.77,0.49,92,1,0.17,1,19.2
12.83,8.1,1,8,1,1.88,0.86,186,1,0.29,1,12.4
10.31,2.9,0,17,5,1.62,0.18,178,1,0.97,1,11.4
16.52,4.9,0,3,0,0.56,0.72,21,0,0.19,1,37.2
3.56,7.4,1,16,6,0.81,0.26,85,0,0.29,0,0
7.56,7.6,0,19,6,2.01,0.06,88,1,0.17,1,44.4
13.35,5.4,1,17,2,1.54,0.72,82,1,0.6,1,48.1
15.04,13.8,1,2,1,0.95,0.8,34,0,0.91,1,32.8
16.41,14.0,0,7,2,0.83,0.13,373,0,0.57,1,28.0
29.14,3.1,0,9,5,1.14,0.7,188,1,0.74,1,29.1
6.13,3.4,1,22,5,0.8,0.48,91,0,0.32,0,0
6.97,6.7,1,18,6,1.16,0.66,170,1,0.62,0,0
19.2,3.9,0,12,5,0.65,0.88,368,0,0.24,0,0
9.17,9.3,1,21,6,0.76,0.42,175,0,0.27,0,0
12.67,0.9,2,12,0,0.69,0.82,365,0,0.69,0,0
19.68,1.7,0,8,1,2.13,0.02,362,1,0.76,1,24.9
8.43,2.1,2,12,4,0.94,0.17,366,0,0.13,0,0
5.03,9.3,1,4,1,1.0,0.49,30,0,0.64,1,43.6
13.65,7.0,0,18,4,1.56,0.16,367,1,0.83,0,0
14.05,2.7,0,8,0,1.36,0.74,357,1,0.14,0,0
7.3,1.9,0,6,5,0.62,0.54,32,0,0.74,1,51.6
31.39,1.1,1,17,2,1.45,0.95,97,1,0.51,1,62.4
14.05,6.9,0,6,5,0.41,0.05,184,0,0.61,0,0
13.22,5.5,0,15,2,0.66,0.38,180,0,0.55,0,0
19.05,8.4,1,12,6,0.62,0.94,91,0,0.9,1,25.3
3.93,0.7,0,6,5,0.75,1.0,83,0,0.45,0,0
12.83,9.0,1,18,6,1.39,0.79,355,1,0.15,0,0
21.25,12.8,1,8,4,1.69,0.17,180,1,0.97,1,44.9
12.87,8.8,0,8,1,1.41,0.45,39,1,0.79,1,57.1
5.39,3.6,1,6,4,0.86,0.69,728,0,0.7,0,0
19.2,5.7,0,12,6,0.63,0.57,363,0,0.28,0,0
5.56,8.5,0,10,4,1.7,0.88,181,1,0.45,1,9.5
28.39,14.6,1,15,5,0.74,0.08,170,0,0.73,1,25.7
16.28,4.9,1,6,1,0.69,0.45,181,0,0.67,0,0
15.01,1.0,2,18,1,1.62,0.81,170,1,0.63,1,18.1
28.53,11.7,0,17,5,1.43,0.99,26,1,0.73,1,45.7
19.2,8.0,1,14,4,0.93,0.26,365,0,0.8,1,5.7
20.14,5.8,0,9,3,1.36,0.13,94,1,0.45,1,46.8
5.03,14.7,1,11,5,0.92,0.45,186,0,0.81,0,0
11.82,1.2,2,20,2,1.61,0.33,371,1,0.12,0,0
5.03,4.3,0,5,6,0.62,0.35,34,0,0.56,1,19.3
21.25,4.0,1,6,6,0.76,0.65,721,0,0.22,1,36.0
10.9,11.1,1,6,6,0.62,0.38,90,0,0.8,1,20.7
26.62,2.1,1,18,6,1.39,0.17,188,1,0.68,1,36.5
5.03,2.8,2,13,2,0.67,0.87,39,0,0.96,0,0
29.14,2.6,0,7,6,0.89,0.71,371,0,0.43,1,43.8
7.3,10.2,1,19,3,0.82,0.02,94,1,0.61,1,22.2
3.84,4.0,1,18,0,1.48,0.01,87,1,0.61,1,22.3
23.79,14.3,1,19,4,1.34,0.33,369,1,0.38,1,31.5
28.39,8.2,1,17,2,1.26,0.98,183,1,0.21,1,44.2
21.92,6.5,1,16,0,0.83,0.83,359,0,0.9,0,0
9.96,0.8,1,13,5,0.99,0.4,170,0,0.77,1,19.5
12.67,4.6,2,18,5,1.84,0.66,723,1,0.86,1,37.7
14.39,7.0,2,18,1,1.49,0.52,83,1,0.63,1,42.7
3.84,5.9,0,18,2,1.82,0.34,36,1,0.93,1,12.1
26.1,6.0,1,19,1,1.29,0.82,88,1,0.88,1,47.4
28.53,4.3,0,11,3,0.88,0.72,93,0,0.29,1,28.4
3.84,14.3,0,7,5,0.75,0.31,183,0,0.15,0,0
7.8,3.4,0,11,4,0.79,0.09,89,0,0.28,0,0
14.33,5.7,1,10,6,1.73,0.75,362,1,0.98,1,64.2
4.73,2.2,1,12,6,1.06,0.37,172,0,0.92,0,0
2.96,13.6,0,7,0,0.57,0.66,738,0,0.4,0,0
13.65,2.1,0,11,6,0.83,0.15,363,0,0.16,0,0
11.82,8.6,2,17,0,1.41,0.86,722,1,0.87,0,0
7.3,13.5,2,18,5,1.14,0.11,83,1,0.79,1,30.1
13.75,7.2,0,15,3,0.83,0.91,36,0,0.51,1,13.1
7.51,11.0,1,21,4,0.79,0.73,363,0,0.85,0,0
20.95,3.4,1,20,2,1.8,0.74,373,1,0.27,1,15.1
20.19,15.0,0,11,5,0.69,1.0,30,0,0.46,1,33.3
5.06,14.9,1,7,6,0.95,0.82,97,0,0.62,1,25.1
9.16,11.0,1,1,3,0.65,0.59,184,0,0.85,1,39.8
5.06,9.6,2,13,2,0.72,0.13,727,0,0.87,0,0
20.95,2.5,1,10,3,1.97,0.52,372,1,0.48,1,12.3
23.33,0.9,0,14,2,0.77,0.95,363,0,0.83,0,0
7.56,9.1,1,17,5,2.08,0.86,181,1,0.59,1,27.2
9.96,6.9,1,16,1,0.8,0.13,22,0,0.13,1,25.1
20.5,9.7,0,10,4,1.64,0.44,364,1,0.93,1,31.0
16.08,7.7,1,9,2,1.29,0.95,91,1,0.81,1,29.9
19.05,5.6,2,12,6,0.9,0.64,180,0,0.84,0,0
21.92,13.9,1,16,3,0.61,0.96,175,0,0.21,1,31.9
3.84,10.0,1,22,2,0.7,0.6,176,0,0.51,0,0
9.17,10.3,1,15,1,0.93,0.14,355,0,0.82,0,0
23.49,4.2,0,5,2,0.81,0.71,365,0,1.0,1,22.3
10.86,1.0,1,16,6,0.99,0.06,98,0,0.31,1,25.8
9.82,13.0,2,14,5,0.61,0.03,83,0,0.72,0,0
5.03,8.4,2,9,5,1.89,0.73,369,1,0.94,0,0
17.07,4.6,2,21,1,0.82,0.14,729,0,0.84,0,0
19.05,9.6,0,14,5,1.05,0.24,184,0,0.53,1,31.7
16.41,6.7,1,7,6,0.64,0.6,172,0,0.93,0,0
2.37,12.8,1,8,2,1.47,0.93,186,1,0.47,0,0
2.96,6.2,2,17,0,1.13,0.27,734,1,0.6,0,0
21.92,9.4,1,16,5,0.61,0.39,31,0,0.13,1,37.6
16.52,8.1,0,9,3,1.53,0.99,29,1,0.52,1,38.0
9.22,7.8,1,10,0,1.58,0.17,181,1,0.39,0,0
2.96,9.4,1,12,0,0.88,0.28,739,0,1.0,0,0
23.49,13.5,1,8,3,1.38,0.05,84,1,0.82,1,57.9
22.5,0.7,2,8,5,1.45,0.28,355,1,0.26,1,33.9
10.9,9.3,0,6,1,0.81,0.16,184,0,0.56,0,0
7.56,10.3,1,15,2,0.79,0.84,87,0,0.73,1,23.8
16.05,0.5,2,10,5,1.84,0.41,359,1,0.91,1,32.4
6.45,7.8,1,13,4,0.91,0.41,93,0,0.54,0,0
7.8,7.3,1,20,4,1.12,0.34,30,1,0.95,1,35.7
5.03,12.2,1,18,1,1.52,0.91,367,1,0.67,0,0
5.56,12.4,1,8,3,1.32,0.02,374,1,0.22,0,0
12.83,5.8,1,10,4,1.47,0.51,98,1,0.5,1,16.9
10.55,12.1,1,19,5,1.99,0.31,373,1,0.53,0,0
14.39,14.4,2,11,3,0.58,0.99,81,0,0.49,1,25.1
10.86,4.8,0,11,2,0.93,0.44,365,0,0.83,0,0
15.28,9.6,0,16,1,0.8,0.45,40,0,0.24,1,33.3
8.8,3.3,0,9,0,1.57,0.94,365,1,0.91,1,22.8
7.13,2.3,1,9,4,1.92,0.13,87,1,0.81,1,43.8
20.95,1.2,0,9,2,1.91,0.07,723,1,0.46,1,40.6
7.56,1.0,1,19,5,1.65,0.84,365,1,0.93,0,0
7.56,8.6,1,10,3,0.97,0.4,726,1,0.41,0,0
2.37,12.4,0,13,5,0.73,0.36,83,0,0.99,0,0
12.87,13.6,1,15,5,0.81,0.69,370,0,0.49,1,9.0
17.07,5.0,0,10,3,1.81,0.68,361,1,0.25,1,20.9
15.04,12.0,1,6,6,0.88,0.55,189,0,0.59,1,6.2
5.03,9.2,1,17,6,1.63,0.93,729,1,0.15,1,13.2
20.95,6.7,1,10,2,1.48,0.5,83,1,0.47,1,62.2
8.43,10.0,1,14,5,0.92,0.52,39,0,0.57,1,7.2
21.92,5.0,2,14,2,0.57,0.52,176,0,0.92,1,26.4
21.25,8.9,1,6,1,0.98,0.29,96,0,0.13,1,16.8
28.53,14.6,2,2,1,0.9,0.72,360,0,0.89,1,54.5
7.8,1.2,2,7,0,0.73,0.17,170,0,0.73,0,0
5.06,11.4,0,18,2,0.99,0.61,87,1,0.13,0,0
9.96,4.9,1,18,4,1.55,0.35,367,1,0.69,0,0
5.56,3.2,1,7,6,0.85,0.91,369,0,0.25,0,0
2.37,5.7,1,16,2,1.03,0.52,740,0,0.9,0,0
25.34,12.5,0,19,4,1.31,0.43,363,1,0.25,1,41.0
19.2,10.7,1,10,2,1.91,0.86,357,1,0.3,1,44.6
9.71,14.9,1,10,3,1.44,0.13,368,1,0.6,0,0
7.51,10.0,2,13,4,0.61,0.42,88,0,0.41,0,0
16.08,13.9,0,9,2,0.97,0.99,173,1,0.9,1,18.9
18.11,2.9,2,7,0,0.82,0.18,375,0,0.34,0,0
12.11,9.8,0,5,0,0.74,0.53,373,0,0.85,0,0
5.03,8.5,2,6,6,0.7,0.33,179,0,0.74,0,0
9.22,7.9,0,15,3,0.91,0.75,357,0,0.18,0,0
26.62,1.8,0,14,0,0.9,0.64,724,0,0.37,1,65.7
15.01,11.1,1,8,1,1.81,0.74,177,1,0.98,1,34.6
26.16,5.0,1,16,1,0.68,0.64,176,0,0.8,1,40.5
19.05,2.4,1,15,5,0.9,0.67,180,0,0.57,1,15.8
17.49,2.4,1,22,4,1.09,0.2,186,0,0.32,0,0
20.5,4.9,0,8,3,1.63,0.58,87,1,0.17,1,54.7
5.56,11.7,0,15,0,0.82,0.82,92,0,0.5,0,0
7.56,13.3,0,18,3,1.62,0.67,90,1,0.9,1,13.4
9.82,11.2,1,20,4,1.51,0.88,190,1,0.34,0,0
18.84,5.5,1,15,4,0.72,0.44,723,0,0.85,0,0
15.28,1.7,0,14,6,1.02,0.04,175,0,0.24,1,38.4
14.39,12.1,1,13,4,0.83,0.46,93,0,0.71,1,34.7
25.63,2.2,1,7,3,0.97,0.74,367,0,0.84,1,19.0
9.16,8.5,0,19,6,1.56,0.01,24,1,0.73,1,48.1
5.06,4.1,1,17,5,1.64,0.36,24,1,0.6,1,31.5
15.98,0.7,1,15,3,0.72,0.46,87,0,0.55,1,30.6
20.19,3.6,0,18,3,1.83,0.44,22,1,0.32,1,41.1
12.11,13.6,1,20,2,1.59,0.07,729,1,0.45,1,20.4
28.53,8.9,2,16,1,0.61,0.47,366,0,0.1,1,23.4
8.8,13.4,1,8,3,1.88,0.66,362,1,0.16,0,0
3.56,2.1,1,8,5,1.87,0.73,83,1,0.43,1,35.3
21.25,3.9,1,7,0,0.84,0.09,34,0,0.8,1,27.0
16.05,5.5,2,17,3,1.53,0.68,367,1,0.17,1,34.3
19.04,0.5,1,14,5,0.75,0.41,364,0,0.6,1,13.5
7.8,10.6,1,10,5,1.64,0.65,359,1,0.56,0,0
26.1,9.9,1,10,5,1.45,0.93,359,1,0.74,1,31.4
25.63,1.4,0,11,6,1.0,0.51,361,0,0.96,1,26.1
20.19,2.5,1,9,5,1.63,0.18,100,1,0.14,1,11.2
28.53,11.0,0,11,5,0.83,0.81,368,0,0.3,1,30.0
8.43,12.2,0,8,4,1.05,0.92,355,1,0.13,0,0
7.3,13.2,1,1,6,0.73,0.15,27,0,0.38,0,0
3.46,11.6,1,22,6,0.77,0.47,185,0,0.85,0,0
15.01,3.8,1,12,2,0.75,0.2,358,0,0.12,0,0
14.18,2.0,2,16,0,0.62,0.05,360,0,0.12,0,0
9.96,4.7,0,11,5,0.76,0.18,84,0,0.68,0,0
16.28,9.0,1,13,2,0.96,0.09,95,0,0.32,0,0
19.2,12.0,0,10,1,1.36,0.4,373,1,0.52,1,15.3
16.08,4.4,1,10,2,1.21,0.26,26,1,1.0,1,50.0
10.9,14.1,1,17,2,1.0,0.94,364,1,0.39,0,0
23.49,4.1,0,12,5,1.15,0.1,375,0,0.28,0,0
12.67,10.0,2,22,0,0.75,0.96,87,0,0.19,0,0
17.54,6.9,1,5,2,0.62,0.93,739,0,0.64,1,11.4
28.27,3.8,1,20,2,1.5,0.53,178,1,0.14,1,24.6
28.53,5.0,1,11,3,0.69,0.85,355,0,0.51,1,15.3
14.05,11.8,0,9,6,1.61,0.73,96,1,0.43,1,37.0
28.39,14.7,0,8,3,1.55,0.79,357,1,0.84,1,47.1
10.31,6.1,1,14,6,0.82,0.78,371,0,0.2,0,0
10.55,13.2,1,18,6,2.01,0.54,176,1,0.76,1,15.2
16.41,12.4,2,7,5,0.83,0.25,181,0,0.23,1,27.5
3.84,13.1,0,9,0,1.04,0.14,362,1,0.21,0,0
24.41,10.3,2,12,2,0.97,0.79,360,0,0.11,1,33.7
19.04,12.8,1,17,2,1.53,0.02,365,1,0.63,1,28.2
19.04,8.6,0,12,2,0.89,0.23,360,0,0.5,0,0
21.25,4.2,2,17,2,1.29,0.8,364,1,0.47,1,30.0
4.73,3.9,2,8,5,1.46,0.8,360,1,0.84,0,0
13.22,10.9,1,12,1,0.86,0.57,355,0,0.96,0,0
7.56,14.4,1,8,1,1.74,0.02,190,1,0.6,1,16.8
28.39,10.1,0,19,4,1.27,0.78,366,1,0.6,1,36.1
12.56,10.1,1,8,3,2.03,0.73,361,1,0.49,0,0
6.13,4.2,1,14,0,0.77,0.57,728,0,0.53,0,0
20.5,9.3,1,20,4,1.32,0.67,729,1,0.25,1,18.8
19.8,6.3,0,0,6,0.74,0.04,186,0,0.97,0,0
28.53,6.2,0,8,4,0.94,0.16,725,1,0.29,1,47.3
26.62,0.9,1,21,1,0.76,1.0,88,0,0.73,1,13.5
7.8,1.9,2,12,6,1.03,0.45,724,0,0.68,0,0
23.33,10.1,0,10,1,1.19,0.08,27,1,0.48,1,39.8
12.87,6.9,1,6,1,1.05,0.28,25,0,0.15,1,30.4
10.31,14.6,1,5,2,0.86,0.33,185,0,0.61,0,0
7.34,14.3,0,19,2,1.76,0.96,180,1,0.68,0,0
12.67,11.0,1,14,4,0.78,0.43,94,0,0.59,0,0
6.13,9.3,2,18,2,1.45,0.57,36,1,0.21,1,39.9
4.73,8.7,2,17,3,1.9,0.26,366,1,0.28,0,0
10.86,3.5,1,21,1,0.4,0.4,33,0,0.89,1,33.2
9.96,1.5,2,14,0,0.59,0.62,171,0,0.7,0,0
14.33,5.8,0,12,1,0.62,0.32,85,0,0.76,1,22.2
10.9,2.0,2,8,2,1.62,0.66,27,1,0.67,1,25.6
5.06,13.6,2,19,5,1.43,0.42,96,1,0.88,0,0
9.22,10.7,0,6,2,1.3,0.47,357,0,0.21,0,0
3.93,12.3,1,10,4,1.43,0.95,90,1,0.13,1,8.2
9.61,2.6,2,19,2,2.03,0.53,362,1,0.82,1,27.4
23.33,9.8,0,8,4,1.42,0.73,733,1,0.28,1,11.8
3.56,0.7,2,9,0,1.17,0.55,355,1,0.36,0,0
22.65,12.3,0,8,4,1.76,0.82,370,1,0.88,1,22.9
7.34,2.3,2,14,0,0.62,0.89,366,0,0.54,0,0
3.93,2.0,2,2,5,0.85,0.59,90,0,0.27,0,0
12.87,11.5,2,7,4,0.96,0.67,95,0,0.11,1,25.1
13.65,14.4,0,10,5,1.29,0.44,99,1,0.35,1,39.0
13.52,14.7,0,16,5,0.8,0.11,27,0,0.91,1,13.3
10.86,6.3,1,4,0,0.97,0.2,735,0,0.68,0,0
19.68,12.2,1,18,6,0.7,0.13,366,1,0.64,0,0
21.08,0.9,0,21,4,1.32,0.58,171,0,0.19,0,0
23.33,9.5,0,15,4,0.93,0.53,182,0,0.64,1,29.4
18.84,10.6,2,14,3,0.89,0.37,355,0,0.17,0,0
29.14,1.2,0,16,1,0.87,0.72,94,0,0.85,1,43.8
26.62,8.5,0,1,4,0.69,0.56,27,0,0.66,1,38.8
29.14,9.0,1,8,2,1.62,0.45,728,1,0.17,1,50.4
7.8,6.5,1,0,1,0.89,0.95,189,0,0.72,1,17.5
9.16,8.6,1,19,5,1.87,0.73,82,1,0.6,1,23.5
28.39,9.4,1,5,2,0.66,0.31,730,0,0.62,1,24.6
13.22,5.2,1,9,2,1.27,0.31,373,1,0.77,0,0
23.79,3.8,0,13,2,0.97,0.12,366,0,0.58,1,28.7
20.19,14.7,1,13,3,0.63,0.34,370,0,0.26,0,0
16.41,9.9,0,18,6,1.79,0.07,84,1,0.25,1,27.8
7.34,8.8,0,16,0,0.77,0.15,374,0,0.97,0,0
19.05,2.0,1,18,3,0.98,0.31,188,1,0.3,1,19.3
15.98,12.3,0,13,1,1.03,0.77,721,0,0.97,0,0
15.98,9.5,1,7,3,0.8,0.37,179,0,0.95,1,39.1
20.95,0.8,1,22,2,0.7,0.69,734,0,0.51,0,0
26.62,14.1,1,15,1,1.2,0.05,363,0,0.14,1,7.3
6.45,8.3,0,12,0,1.03,0.8,725,0,0.46,0,0
19.05,11.1,2,12,5,1.05,0.27,365,0,0.66,0,0
35.18,9.4,0,9,2,1.88,0.46,175,1,0.1,1,45.8
36.1,13.8,1,5,0,0.9,0.02,28,0,0.73,1,46.2
10.55,11.6,2,19,6,0.84,0.72,97,1,0.67,1,1.8
14.39,4.9,1,8,3,1.2,0.54,89,1,0.31,1,26.1
20.19,6.9,1,13,4,1.0,0.14,737,0,0.74,1,33.0
2.96,9.9,1,9,2,1.7,0.76,171,1,0.18,0,0
24.41,8.8,1,11,4,0.6,0.98,359,0,0.2,0,0
6.45,7.8,0,16,5,0.8,0.33,97,0,0.97,0,0
